skill_id	prereq_id	source	type
khan.dividing-decimals-without-the-standard-algorithm-1	khan.division_1.5	khan	prerequisite
khan.dividing-decimals-without-the-standard-algorithm-1	khan.common-fractions-and-decimals	khan	prerequisite
khan.distance-between-points-in-first-quadrant-of-coordinate-plane	khan.graphing_points	khan	prerequisite
khan.distance-between-points-in-first-quadrant-of-coordinate-plane	khan.identifying-points	khan	prerequisite
khan.shapes-on-the-coordinate-plane	khan.graphing_points	khan	prerequisite
khan.shapes-on-the-coordinate-plane	khan.identifying-points	khan	prerequisite
khan.coordinate-plane-word-problems--quadrant-1---basic-	khan.identifying-points	khan	prerequisite
khan.coordinate-plane-word-problems--quadrant-1---basic-	khan.graphing_points	khan	prerequisite
khan.understanding-multiplying-fractions-by-fractions	khan.understanding-multiplying-fractions-and-whole-numbers-2	khan	prerequisite
opensalt.5.MF	csp.5.LP5.2.4	khan	prerequisite
khan.dividing-whole-numbers-by-unit-fractions-introduction	khan.multiplying-unit-fractions-and-whole-numbers	khan	prerequisite
khan.dividing-fractions-by-whole-numbers-introduction	khan.multiplying-unit-fractions-and-whole-numbers	khan	prerequisite
khan.understanding-fractions-as-division--word-problems	khan.understanding-fractions-as-division	khan	prerequisite
khan.decompose-figures-to-find-volume	khan.volume_1	khan	prerequisite
khan.volume_2	khan.volume_1	khan	prerequisite
khan.subtracting-decimals-without-the-standard-algorithm-6	khan.subtracting-decimals-without-the-standard-algorithm-5	khan	prerequisite
khan.adding-decimals-without-the-standard-algorithm-6	khan.adding-decimals-without-the-standard-algorithm-3	khan	prerequisite
csp.MA.5.1.2.j	khan.powers-of-ten	khan	prerequisite
khan.comparing-decimals-challenge	khan.comparing_decimals_2	khan	prerequisite
khan.ordering_decimals	khan.comparing_decimals_2	khan	prerequisite
khan.rounding-decimals-using-a-number-line	csp.DM.CG.8	khan	prerequisite
khan.dividing-decimals-without-the-standard-algorithm-2	khan.dividing-decimals-without-the-standard-algorithm-1	khan	prerequisite
khan.dividing_fractions	khan.dividing-whole-numbers-by-unit-fractions-introduction	khan	prerequisite
khan.dividing_fractions_0.5	khan.dividing-fractions-by-whole-numbers-introduction	khan	prerequisite
khan.subtracting-decimals-without-the-standard-algorithm-7	khan.subtracting-decimals-without-the-standard-algorithm-6	khan	prerequisite
khan.adding-decimals-without-the-standard-algorithm-4	khan.adding-decimals-without-the-standard-algorithm-6	khan	prerequisite
khan.multiplying-decimals-without-the-standard-algorithm-2	khan.multiplying-decimals-without-the-standard-algorithm-1	khan	prerequisite
khan.understanding_moving_the_decimal	csp.MA.5.1.2.j	khan	prerequisite
khan.rounding-decimals	csp.DM.CG.8	khan	prerequisite
khan.dividing-decimals-without-the-standard-algorithm-3	khan.dividing-decimals-without-the-standard-algorithm-2	khan	prerequisite
opensalt.5.MF9	opensalt.5.MF	khan	prerequisite
khan.multiplying-fractions-by-fractions-word-problems	opensalt.5.MF	khan	prerequisite
khan.area-of-rectangles-with-fractional-side-lengths	opensalt.5.MF	khan	prerequisite
khan.subtracting-decimals-without-the-standard-algorithm-8	khan.subtracting-decimals-without-the-standard-algorithm-7	khan	prerequisite
khan.adding-decimals-without-the-standard-algorithm-5	khan.adding-decimals-without-the-standard-algorithm-4	khan	prerequisite
khan.multiplying-decimals-without-the-standard-algorithm-3	khan.multiplying-decimals-without-the-standard-algorithm-2	khan	prerequisite
khan.multiplying-by-taking-out-factors-of-10	khan.multiplication_1	khan	prerequisite
khan.dividing-by-taking-out-factors-of-10	khan.division_1.5	khan	prerequisite
khan.dividing-by-taking-out-factors-of-10	khan.multiplication_1	khan	prerequisite
khan.dividing-decimals-without-the-standard-algorithm-4	khan.dividing-decimals-without-the-standard-algorithm-3	khan	prerequisite
khan.division-with-fractions-and-whole-numbers	khan.dividing_fractions_0.5	khan	prerequisite
khan.division-with-fractions-and-whole-numbers	khan.dividing_fractions	khan	prerequisite
khan.adding_decimals_0.5	khan.adding-decimals-without-the-standard-algorithm-5	khan	prerequisite
khan.subtracting_decimals_0.5	khan.subtracting-decimals-without-the-standard-algorithm-8	khan	prerequisite
khan.multiplying_decimals_0.5	khan.multiplying-decimals-without-the-standard-algorithm-3	khan	prerequisite
khan.multiplication_4	khan.multiplication_3	khan	prerequisite
khan.basic-multi-digit-division	khan.dividing-by-taking-out-factors-of-10	khan	prerequisite
csp.NQ.B.3.f	khan.measurement-units	khan	prerequisite
csp.NQ.B.3.f	khan.understanding_moving_the_decimal	khan	prerequisite
khan.dividing-decimals-without-the-standard-algorithm-5	khan.dividing-decimals-without-the-standard-algorithm-4	khan	prerequisite
khan.adding_decimals	khan.adding_decimals_0.5	khan	prerequisite
khan.subtracting_decimals	khan.subtracting_decimals_0.5	khan	prerequisite
khan.multiplying_decimals_1	khan.multiplying_decimals_0.5	khan	prerequisite
khan.division_3	khan.division_2	khan	prerequisite
khan.division_3	khan.multiplication_4	khan	prerequisite
khan.division_3	khan.basic-multi-digit-division	khan	prerequisite
khan.converting-measurements-word-problems	csp.NQ.B.3.f	khan	prerequisite
khan.dividing-decimals-without-the-standard-algorithm-6	khan.dividing-decimals-without-the-standard-algorithm-5	khan	prerequisite
khan.dividing_decimals_0.5	khan.multiplying_decimals_1	khan	prerequisite
khan.dividing_decimals_0.5	khan.division_3	khan	prerequisite
khan.dividing_decimals_0.5	khan.division_2	khan	prerequisite
khan.dividing-decimals-without-the-standard-algorithm-7	khan.dividing-decimals-without-the-standard-algorithm-6	khan	prerequisite
khan.writing_expressions_1	khan.writing-expressions-with-variables-1	khan	prerequisite
khan.exponents	khan.powers-of-ten	khan	prerequisite
khan.dividing-decimals-without-the-standard-algorithm-8	khan.dividing-decimals-without-the-standard-algorithm-7	khan	prerequisite
khan.area_of_parallelograms	khan.area_of_squares_and_rectangles	khan	prerequisite
khan.area_of_parallelograms	khan.properties-of-shapes	khan	prerequisite
khan.intro-to-simple-data	khan.reading_bar_charts_2	khan	prerequisite
khan.powers-of-fractions	khan.exponents	khan	prerequisite
khan.powers-of-fractions	opensalt.5.MF	khan	prerequisite
assistments.317	khan.identifying-factors-and-multiples	khan	prerequisite
assistments.65	khan.identifying-factors-and-multiples	khan	prerequisite
khan.understanding-dividing-fractions-by-fractions	khan.division-with-fractions-and-whole-numbers	khan	prerequisite
khan.adding_decimals_2	khan.adding_decimals	khan	prerequisite
khan.subtracting_decimals_2	khan.subtracting_decimals	khan	prerequisite
khan.dividing_decimals_1	khan.dividing_decimals_0.5	khan	prerequisite
khan.dividing_decimals_1	khan.dividing-decimals-without-the-standard-algorithm-8	khan	prerequisite
khan.multiplying_decimals	khan.multiplication_4	khan	prerequisite
khan.multiplying_decimals	khan.multiplying_decimals_1	khan	prerequisite
khan.number_line_2	khan.decimals_on_the_number_line_2	khan	prerequisite
khan.number_line_2	khan.negative_number_word_problems	khan	prerequisite
khan.converting-between-fractions-and-percents	assistments.48	khan	prerequisite
khan.representing-ratios	khan.understanding-fractions-as-division	khan	prerequisite
khan.representing-ratios	assistments.48	khan	prerequisite
khan.area_of_triangles_1	khan.area_of_parallelograms	khan	prerequisite
opensalt.S.Q	khan.intro-to-simple-data	khan	prerequisite
khan.creating-frequency-tables	khan.intro-to-simple-data	khan	prerequisite
khan.gcf-and-lcm-word-problems	assistments.317	khan	prerequisite
khan.gcf-and-lcm-word-problems	assistments.65	khan	prerequisite
csp.F.CG.5	assistments.317	khan	prerequisite
khan.dividing_fractions_1.5	khan.understanding-dividing-fractions-by-fractions	khan	prerequisite
khan.adding_and_subtracting_decimals_word_problems	khan.adding_decimals_2	khan	prerequisite
khan.adding_and_subtracting_decimals_word_problems	khan.subtracting_decimals_2	khan	prerequisite
khan.dividing_decimals_2	khan.dividing_decimals_1	khan	prerequisite
khan.dividing_decimals_2	khan.division_3	khan	prerequisite
khan.decimals_on_the_number_line_3	khan.number_line_2	khan	prerequisite
khan.identifying_points_1	khan.number_line_2	khan	prerequisite
khan.identifying_points_1	khan.graphing_points	khan	prerequisite
khan.converting_decimals_to_percents	khan.understanding_moving_the_decimal	khan	prerequisite
khan.converting_decimals_to_percents	khan.converting-between-fractions-and-percents	khan	prerequisite
khan.nets-of-3d-figures	khan.area-and-perimeter-of-rectangles-word-problems	khan	prerequisite
khan.analyzing-with-dot-plots	khan.creating-frequency-tables	khan	prerequisite
khan.evaluating-basic-sigma-notation	khan.comparing-features-of-functions-2	khan	prerequisite
khan.identifying-parts-of-expressions	mooccubex.cs.运算次序	khan	prerequisite
csp.N3.4	khan.prime_numbers	khan	prerequisite
csp.N3.4	khan.composite_numbers	khan	prerequisite
khan.dividing-fractions-by-fractions-word-problems	khan.dividing_fractions_1.5	khan	prerequisite
khan.division_4	khan.division_3	khan	prerequisite
khan.dividing_decimals_3	khan.dividing_decimals_2	khan	prerequisite
khan.number_line_3	khan.number_line_2	khan	prerequisite
khan.fractions_on_the_number_line_3	khan.decimals_on_the_number_line_3	khan	prerequisite
khan.ordering-small-negative-numbers	khan.number_line_2	khan	prerequisite
khan.relative-position-on-the-coordinate-plane	khan.identifying_points_1	khan	prerequisite
khan.reflecting-points	khan.identifying_points_1	khan	prerequisite
khan.converting_percents_to_decimals	khan.understanding_moving_the_decimal	khan	prerequisite
khan.converting_percents_to_decimals	khan.converting-between-fractions-and-percents	khan	prerequisite
khan.ratio_word_problems	khan.representing-ratios	khan	prerequisite
khan.solving-ratio-problems-with-tables	khan.representing-ratios	khan	prerequisite
khan.area-of-triangles-2	khan.area_of_triangles_1	khan	prerequisite
khan.calculating-the-mean	khan.intro-to-simple-data	khan	prerequisite
khan.calculating-the-median	khan.intro-to-simple-data	khan	prerequisite
khan.combining-like-terms-0.5	khan.identifying-parts-of-expressions	khan	prerequisite
khan.divisibility_tests	csp.N3.4	khan	prerequisite
khan.divisibility	csp.N3.4	khan	prerequisite
khan.dividing_decimals	khan.division_4	khan	prerequisite
khan.dividing_decimals	khan.dividing_decimals_3	khan	prerequisite
khan.writing-numerical-inequalities	khan.fractions_on_the_number_line_3	khan	prerequisite
khan.understanding-inequalities-and-the-number-line	khan.fractions_on_the_number_line_3	khan	prerequisite
khan.find-area-and-perimeter-on-the-coordinate-plane	khan.relative-position-on-the-coordinate-plane	khan	prerequisite
khan.rate_problems_0.5	khan.ratio_word_problems	khan	prerequisite
khan.volume_with_fractions	khan.volume_1	khan	prerequisite
khan.testing-solutions-of-inequalities	khan.testing-solutions-of-equations-inequalities	khan	prerequisite
khan.ordering-rational-numbers	khan.understanding-inequalities-and-the-number-line	khan	prerequisite
khan.comparing-rates	khan.rate_problems_0.5	khan	prerequisite
khan.areas_of_trapezoids_rhombi_and_kites	khan.area_of_triangles_1	khan	prerequisite
khan.find-a-missing-value-given-the-mean	khan.calculating-the-mean	khan	prerequisite
khan.effects-of-shifting-adding-removing-data-point	khan.calculating-the-mean	khan	prerequisite
khan.effects-of-shifting-adding-removing-data-point	khan.calculating-the-median	khan	prerequisite
khan.median-and-range-puzzlers	khan.calculating-the-median	khan	prerequisite
alcpl.data_mining.Interquartile_range	khan.analyzing-with-dot-plots	khan	prerequisite
alcpl.data_mining.Interquartile_range	khan.calculating-the-median	khan	prerequisite
khan.calculating-the-mean-from-various-data-displays	khan.calculating-the-mean	khan	prerequisite
khan.calculating-the-mean-from-various-data-displays	khan.analyzing-with-dot-plots	khan	prerequisite
khan.calculating-the-median	khan.analyzing-with-dot-plots	khan	prerequisite
khan.equivalent-forms-of-expressions-1	khan.combining-like-terms-0.5	khan	prerequisite
khan.combining-like-terms-with-distribution	khan.factoring_linear_binomials	khan	prerequisite
khan.combining-like-terms-with-distribution	khan.combining-like-terms-0.5	khan	prerequisite
khan.volume-word-problems-with-fractions	khan.volume_2	khan	prerequisite
khan.volume-word-problems-with-fractions	khan.multiplying_decimals	khan	prerequisite
khan.volume-word-problems-with-fractions	khan.volume_with_fractions	khan	prerequisite
khan.calculating-the-mean-absolute-deviation--mad-	khan.analyzing-with-dot-plots	khan	prerequisite
khan.calculating-the-mean-absolute-deviation--mad-	khan.calculating-the-mean	khan	prerequisite
khan.comparing-data-displays	alcpl.data_mining.Interquartile_range	khan	prerequisite
khan.comparing-data-displays	khan.calculating-the-mean	khan	prerequisite
khan.inequalities_on_a_number_line	khan.number_line_2	khan	prerequisite
khan.inequalities_on_a_number_line	khan.testing-solutions-of-inequalities	khan	prerequisite
khan.absolute-value-word-problems	khan.absolute_value	khan	prerequisite
khan.comparing_absolute_values	khan.absolute_value	khan	prerequisite
assistments.77	khan.ratio_word_problems	khan	prerequisite
assistments.77	khan.rate_problems_0.5	khan	prerequisite
assistments.77	khan.converting_percents_to_decimals	khan	prerequisite
khan.writing-expressions-with-variables-word-problems	khan.writing_expressions_1	khan	prerequisite
khan.inequalities-in-one-variable-1	khan.writing-numerical-inequalities	khan	prerequisite
khan.comparing-absolute-values-2	khan.comparing_absolute_values	khan	prerequisite
khan.writing-basic-algebraic-expressions-word-problems-2	khan.writing-expressions-with-variables-word-problems	khan	prerequisite
khan.writing-basic-algebraic-expressions-word-problems-2	khan.calculating-the-mean	khan	prerequisite
khan.one-step-add-sub-equations-2	khan.one_step_equations	khan	prerequisite
khan.one-step-mult-div-equations-2	khan.linear_equations_1	khan	prerequisite
khan.equations-in-one-variable-1	khan.linear_equations_1	khan	prerequisite
khan.equations-in-one-variable-1	khan.one_step_equations	khan	prerequisite
khan.equations-in-one-variable-1	khan.translate-one-step-equations-and-solve--basic-	khan	prerequisite
khan.multiplying_and_dividing_negative_numbers	khan.multiplication_0.5	khan	prerequisite
khan.rate_problems_1	khan.understanding-fractions-as-division	khan	prerequisite
khan.rate_problems_1	khan.rate_problems_0.5	khan	prerequisite
khan.negative-number-word-problems-1	khan.multiplying_and_dividing_negative_numbers	khan	prerequisite
khan.multiplying_fractions	khan.multiplying_and_dividing_negative_numbers	khan	prerequisite
khan.signs-of-sums	khan.fractions_on_the_number_line_3	khan	prerequisite
khan.adding_negative_numbers	khan.fractions_on_the_number_line_3	khan	prerequisite
khan.slicing-3d-figures	khan.nets-of-3d-figures	khan	prerequisite
khan.dividing_fractions_2	khan.multiplying_fractions	khan	prerequisite
khan.converting_fractions_to_decimals	khan.understanding-fractions-as-division	khan	prerequisite
khan.converting_fractions_to_decimals	khan.dividing_decimals_0.5	khan	prerequisite
khan.adding_and_subtracting_negative_numbers	khan.adding_negative_numbers	khan	prerequisite
khan.rate_problems_2	khan.rate_problems_1	khan	prerequisite
khan.rate_problems_2	khan.working-with-units	khan	prerequisite
csp.7.LP6.6.1	khan.rate_problems_1	khan	prerequisite
khan.area_of_a_circle	khan.exponents	khan	prerequisite
opensalt.7.EP	csp.7.LP5.1.2	khan	prerequisite
khan.understanding-probability	csp.7.LP5.1.2	khan	prerequisite
