id	ext_ids	ext_urls	label	description	tags	source	grade_start	grade_end
esco.adf17445-91e2-4f3d-bff1-a97b18b42752	http://data.europa.eu/esco/skill/adf17445-91e2-4f3d-bff1-a97b18b42752;lcsh.sh85061404	http://data.europa.eu/esco/skill/adf17445-91e2-4f3d-bff1-a97b18b42752;http://id.loc.gov/authorities/subjects/sh85061404	operate hoists	Operate hoists in order to lift or lower loads.	skill competence	esco		
esco.adf661fe-9429-4094-8671-ca69fb72ad02	http://data.europa.eu/esco/skill/adf661fe-9429-4094-8671-ca69fb72ad02	http://data.europa.eu/esco/skill/adf661fe-9429-4094-8671-ca69fb72ad02	clean wood surface	Use a variety of techniques on a wood surface to ensure it is free of dust, sawdust, grease, stains, and other contaminants.	skill competence	esco		
esco.ae02ef0e-c72f-4778-b6e4-bbab3ee2ab8d	http://data.europa.eu/esco/skill/ae02ef0e-c72f-4778-b6e4-bbab3ee2ab8d	http://data.europa.eu/esco/skill/ae02ef0e-c72f-4778-b6e4-bbab3ee2ab8d	inspect casino floor	Monitor and inspect gaming activities on a casino floor.	skill competence	esco		
esco.ae0a4a3f-5e5b-43d0-86cd-c3c0314bd7fe	http://data.europa.eu/esco/skill/ae0a4a3f-5e5b-43d0-86cd-c3c0314bd7fe;lcsh.sh90004286	http://data.europa.eu/esco/skill/ae0a4a3f-5e5b-43d0-86cd-c3c0314bd7fe;http://id.loc.gov/authorities/subjects/sh90004286	stomatology	Stomatology is a medical specialty mentioned in the EU Directive 2005/36/EC.	knowledge	esco	0.0	12.0
esco.ae0f2a15-ba82-4a88-817c-431c58c70167	http://data.europa.eu/esco/skill/ae0f2a15-ba82-4a88-817c-431c58c70167;dbpedia.Draughts_variants	http://data.europa.eu/esco/skill/ae0f2a15-ba82-4a88-817c-431c58c70167;http://dbpedia.org/resource/Category:Draughts_variants	manual draughting techniques	Techniques used for creating detailed drawings of designs by using specialised pencils, rulers, templates and scales.	knowledge	esco		
esco.ae1b0406-4948-4c7e-93bb-885d84231a83	http://data.europa.eu/esco/skill/ae1b0406-4948-4c7e-93bb-885d84231a83	http://data.europa.eu/esco/skill/ae1b0406-4948-4c7e-93bb-885d84231a83	clean the trimming box	Efficiently clean the trimming box.	skill competence	esco		
esco.ae23d0a7-6670-4ac2-b165-13c697407763	http://data.europa.eu/esco/skill/ae23d0a7-6670-4ac2-b165-13c697407763	http://data.europa.eu/esco/skill/ae23d0a7-6670-4ac2-b165-13c697407763	integrate shareholders' interests in business plans	Listen to the perspectives, interests, and vision of the owners of the company in order to translate those guidelines into pragmatic business actions and plans.	skill competence	esco	9.0	12.0
esco.ae25d3a9-a85f-415c-a601-806013ea8229	http://data.europa.eu/esco/skill/ae25d3a9-a85f-415c-a601-806013ea8229	http://data.europa.eu/esco/skill/ae25d3a9-a85f-415c-a601-806013ea8229	compare contractors' bids	Compare proposals to award a contract in order to execute specified jobs within a prescribed frame of time.	skill competence	esco	0.0	2.0
esco.ae3d940c-9966-49ae-8e61-d11f30128f6b	http://data.europa.eu/esco/skill/ae3d940c-9966-49ae-8e61-d11f30128f6b;dbpedia.Clothing_brands	http://data.europa.eu/esco/skill/ae3d940c-9966-49ae-8e61-d11f30128f6b;http://dbpedia.org/resource/Category:Clothing_brands	commercial clothing glossary	The glossary used in the clothing industry to refer to different fabrics, material and techniques and that is employed along the supply chain.	knowledge	esco	9.0	11.0
esco.ae3e863c-8803-4de9-86f1-ed5afe7d24d3	http://data.europa.eu/esco/skill/ae3e863c-8803-4de9-86f1-ed5afe7d24d3;lcsh.sh2021007021	http://data.europa.eu/esco/skill/ae3e863c-8803-4de9-86f1-ed5afe7d24d3;http://id.loc.gov/authorities/subjects/sh2021007021	counsel on communication disorders	Counsel patients and caregivers on how to cope with communication disorders.	skill competence	esco	0.0	2.0
esco.ae4ea3e1-3c1a-45b0-96a7-106988c053c0	http://data.europa.eu/esco/skill/ae4ea3e1-3c1a-45b0-96a7-106988c053c0	http://data.europa.eu/esco/skill/ae4ea3e1-3c1a-45b0-96a7-106988c053c0	provide customer information related to repairs	Inform customers about necessary repairs or replacements, discuss products, services and costs, include accurate technical information.	skill competence	esco	0.0	12.0
esco.ae4f0cc6-e0b9-47f5-bdca-2fc2e6316dce	http://data.europa.eu/esco/skill/ae4f0cc6-e0b9-47f5-bdca-2fc2e6316dce	http://data.europa.eu/esco/skill/ae4f0cc6-e0b9-47f5-bdca-2fc2e6316dce	manage ICT virtualisation environments	Oversee tools, such as VMware, kvm, Xen, Docker, Kubernetes, and others, used to enable a virtual environments for different purposes such as hardware virtualization, desktop virtualisation, and operating system level virtualisation.	skill competence	esco	0.0	5.0
esco.ae57a9c3-f761-4b03-be2b-99a781704c73	http://data.europa.eu/esco/skill/ae57a9c3-f761-4b03-be2b-99a781704c73;lcsh.sh85018299	http://data.europa.eu/esco/skill/ae57a9c3-f761-4b03-be2b-99a781704c73;http://id.loc.gov/authorities/subjects/sh85018299	use sales forecasting softwares	Operate sale forecasting softwares in order to help in determining demand levels for products with higher levels of accuracy.	skill competence	esco	8.0	11.0
esco.ae59dbcb-bfb4-4ac2-a467-7343ae2aa4da	http://data.europa.eu/esco/skill/ae59dbcb-bfb4-4ac2-a467-7343ae2aa4da;lcsh.sh85074213	http://data.europa.eu/esco/skill/ae59dbcb-bfb4-4ac2-a467-7343ae2aa4da;http://id.loc.gov/authorities/subjects/sh85074213	repair laminated structures	Inspect fiberglass laminated structures such as boat hulls and decks for deterioration or defects, and perform repair work accordingly.	skill competence	esco		
esco.ae5b462a-c1eb-4209-979b-3da8b1ad01de	http://data.europa.eu/esco/skill/ae5b462a-c1eb-4209-979b-3da8b1ad01de;lcsh.sh2020010314	http://data.europa.eu/esco/skill/ae5b462a-c1eb-4209-979b-3da8b1ad01de;http://id.loc.gov/authorities/subjects/sh2020010314	prepare meat for sale	Prepare meat for sale or cooking which comprise the seasoning, larding, or marinating of the meat, but not the actual cooking.	skill competence	esco	11.0	12.0
esco.ae62a626-040b-4cea-8853-8fd7e269e1d1	http://data.europa.eu/esco/skill/ae62a626-040b-4cea-8853-8fd7e269e1d1;lcsh.sh2008112931	http://data.europa.eu/esco/skill/ae62a626-040b-4cea-8853-8fd7e269e1d1;http://id.loc.gov/authorities/subjects/sh2008112931	develop tourism destinations	Create tourism packages by discovering destinations and places of interest in cooperation with local stakeholders.	skill competence	esco		
esco.ae697c12-e99e-4ad7-9b36-040afef5861b	http://data.europa.eu/esco/skill/ae697c12-e99e-4ad7-9b36-040afef5861b;dbpedia.Shooting_sports_equipment	http://data.europa.eu/esco/skill/ae697c12-e99e-4ad7-9b36-040afef5861b;http://dbpedia.org/resource/Category:Shooting_sports_equipment	advise on sporting equipment	Provide customers with advice on specific types of sporting equipment, e.g. bowling balls, tennis rackets and skis.	skill competence	esco		
esco.ae699de1-0746-4fe2-86f0-17770db7790d	http://data.europa.eu/esco/skill/ae699de1-0746-4fe2-86f0-17770db7790d;dbpedia.Computer_security_procedures	http://data.europa.eu/esco/skill/ae699de1-0746-4fe2-86f0-17770db7790d;http://dbpedia.org/resource/Category:Computer_security_procedures	perform security checks	Monitor and check individuals' bags or personal items in order to make sure the individuals present no threats and that their behaviour is legally compliant.	skill competence	esco	6.0	8.0
esco.ae6aa3e5-08da-408e-bd17-88ac7144a401	http://data.europa.eu/esco/skill/ae6aa3e5-08da-408e-bd17-88ac7144a401;lcsh.sh85065905;lcsh.sh87005564	http://data.europa.eu/esco/skill/ae6aa3e5-08da-408e-bd17-88ac7144a401;http://id.loc.gov/authorities/subjects/sh85065905;http://id.loc.gov/authorities/subjects/sh87005564	wear protective equipment against industrial noise	Stand the exposure to sounds or noise levels that are distracting or uncomfortable. Use adequate protection equipment to mitigate the noise.	skill competence	esco		
esco.ae6af2c6-890d-40a7-9849-326a8c21df76	http://data.europa.eu/esco/skill/ae6af2c6-890d-40a7-9849-326a8c21df76;dbpedia.Microsoft_advertising_campaigns	http://data.europa.eu/esco/skill/ae6af2c6-890d-40a7-9849-326a8c21df76;http://dbpedia.org/resource/Category:Microsoft_advertising_campaigns	coordinate advertising campaigns	Organise course of action to promote a product or service; oversee the production of TV advertisements, newspaper and magazine ads, suggest mail packs, email campaigns, websites, stands and other advertising channels.	skill competence	esco	10.0	12.0
esco.ae6c1227-dd33-4df0-a64e-439cfdf948ea	http://data.europa.eu/esco/skill/ae6c1227-dd33-4df0-a64e-439cfdf948ea;lcsh.sh85050256	http://data.europa.eu/esco/skill/ae6c1227-dd33-4df0-a64e-439cfdf948ea;http://id.loc.gov/authorities/subjects/sh85050256	develop food scanner devices	Design and develop food scanning technologies that provide information on the level of allergens, chemicals, nutrients, calories and on ingredients in food.	skill competence	esco	9.0	12.0
esco.ae6d2f17-313d-4747-af86-213625db5084	http://data.europa.eu/esco/skill/ae6d2f17-313d-4747-af86-213625db5084;lcsh.sh2010003186	http://data.europa.eu/esco/skill/ae6d2f17-313d-4747-af86-213625db5084;http://id.loc.gov/authorities/subjects/sh2010003186	assess feeding behaviour of larvae	Monitor feeding behaviour in order to decide on suitability of feed composition, weaning larvae from live prey to dry feed or pellets.	skill competence	esco	9.0	12.0
esco.ae6d655d-bbce-4701-ba04-d687cfa90eda	http://data.europa.eu/esco/skill/ae6d655d-bbce-4701-ba04-d687cfa90eda;lcsh.sh87005570	http://data.europa.eu/esco/skill/ae6d655d-bbce-4701-ba04-d687cfa90eda;http://id.loc.gov/authorities/subjects/sh87005570	safeguard biodiversity	Protect biodiversity among animals, plants and microorganism by adopting environmentally sustainable actions such as maintaining natural habitats and preserving nature.	skill competence	esco	0.0	12.0
esco.ae6d78dd-56f2-43fa-ae44-88253a7abf9f	http://data.europa.eu/esco/skill/ae6d78dd-56f2-43fa-ae44-88253a7abf9f;lcsh.sh85002982	http://data.europa.eu/esco/skill/ae6d78dd-56f2-43fa-ae44-88253a7abf9f;http://id.loc.gov/authorities/subjects/sh85002982	maintain inventory of airport operations	Keep an up-to-date inventory of all aspects of airport operations.	skill competence	esco		
esco.ae782b0e-d14e-4ac1-a64d-f81eb15b19b2	http://data.europa.eu/esco/skill/ae782b0e-d14e-4ac1-a64d-f81eb15b19b2;lcsh.sh86002655	http://data.europa.eu/esco/skill/ae782b0e-d14e-4ac1-a64d-f81eb15b19b2;http://id.loc.gov/authorities/subjects/sh86002655	vacuum street debris	Use vacuum machinery to collect and remove waste or leaves in urban areas.	skill competence	esco		
esco.ae7fd197-bd54-464b-bc6d-ec2be41e4fea	http://data.europa.eu/esco/skill/ae7fd197-bd54-464b-bc6d-ec2be41e4fea;dbpedia.Wine_articles_by_quality	http://data.europa.eu/esco/skill/ae7fd197-bd54-464b-bc6d-ec2be41e4fea;http://dbpedia.org/resource/Category:Wine_articles_by_quality	advise on wine quality improvement	Advise on wine quality improvement especially related to technical aspects of vineyard cultivation.	skill competence	esco		
esco.ae8f9a47-aff5-4ffc-9521-a1204f252b02	http://data.europa.eu/esco/skill/ae8f9a47-aff5-4ffc-9521-a1204f252b02;lcsh.sh86005567	http://data.europa.eu/esco/skill/ae8f9a47-aff5-4ffc-9521-a1204f252b02;http://id.loc.gov/authorities/subjects/sh86005567	assess the patient's therapeutic needs	Observe and assess the patient`s behaviour, attitudes and emotions in order to understand if and how their therapeutic needs can be met with a specific kind of therapy, collecting and analysing information on how the client makes, responds to, and relates to artistic stimulae. Relate this information to other aspects of the patient`s life.	skill competence	esco	0.0	5.0
esco.ae8fc9d3-8940-4e5a-ac9f-4a42498cd7b5	http://data.europa.eu/esco/skill/ae8fc9d3-8940-4e5a-ac9f-4a42498cd7b5	http://data.europa.eu/esco/skill/ae8fc9d3-8940-4e5a-ac9f-4a42498cd7b5	create innovative desserts	Develop new desserts that match with items on the current food and beverage menus.	skill competence	esco	0.0	12.0
esco.ae965e49-06f1-442f-87bf-e48fc1e1d8b6	http://data.europa.eu/esco/skill/ae965e49-06f1-442f-87bf-e48fc1e1d8b6;lcsh.sh2010104080	http://data.europa.eu/esco/skill/ae965e49-06f1-442f-87bf-e48fc1e1d8b6;http://id.loc.gov/authorities/subjects/sh2010104080	analyse quality of nurse care	Analyse the quality of care in order to improve the own professional practice as a general care nurse.	skill competence	esco	3.0	5.0
esco.aea2e3d5-428d-474f-b696-4eb8c95f39a7	http://data.europa.eu/esco/skill/aea2e3d5-428d-474f-b696-4eb8c95f39a7;lcsh.sh85135726	http://data.europa.eu/esco/skill/aea2e3d5-428d-474f-b696-4eb8c95f39a7;http://id.loc.gov/authorities/subjects/sh85135726	grade tobacco leaves	Grade tobacco leaves to reflect their quality and suitability for different tobacco products.	skill competence	esco		
esco.aea9e7b9-53a3-4f03-9d9c-4ef6c383403a	http://data.europa.eu/esco/skill/aea9e7b9-53a3-4f03-9d9c-4ef6c383403a;lcsh.sh98005772	http://data.europa.eu/esco/skill/aea9e7b9-53a3-4f03-9d9c-4ef6c383403a;http://id.loc.gov/authorities/subjects/sh98005772	arrange special events	Organise the necessary preparations for catering at special events such as conferences, large parties or banquets.	skill competence	esco	0.0	2.0
esco.aeb400b6-d38c-45cc-9252-3c6983c614bb	http://data.europa.eu/esco/skill/aeb400b6-d38c-45cc-9252-3c6983c614bb;lcsh.sh85040750	http://data.europa.eu/esco/skill/aeb400b6-d38c-45cc-9252-3c6983c614bb;http://id.loc.gov/authorities/subjects/sh85040750	conduct ecological surveys	Conduct field surveys to collect information about the numbers and distribution of organisms.	skill competence	esco	0.0	2.0
esco.aeb5c424-120a-4d80-82a9-e24c5044714c	http://data.europa.eu/esco/skill/aeb5c424-120a-4d80-82a9-e24c5044714c;lcsh.sh85062574;lcsh.sh85062577	http://data.europa.eu/esco/skill/aeb5c424-120a-4d80-82a9-e24c5044714c;http://id.loc.gov/authorities/subjects/sh85062574;http://id.loc.gov/authorities/subjects/sh85062577	repair household appliances	Following the manufacturer's blueprints, perform parts replacement or repair of household devices such as stoves, boilers, washing machines, refrigerators and dish washers.	skill competence	esco		
esco.aeb6686c-f72e-4160-a815-7fd41ecfc3e8	http://data.europa.eu/esco/skill/aeb6686c-f72e-4160-a815-7fd41ecfc3e8	http://data.europa.eu/esco/skill/aeb6686c-f72e-4160-a815-7fd41ecfc3e8	apply footwear uppers pre-assembling techniques	Prepare lasts and uppers, attach insole, insert stiffener and toe puffs, mould the upper on back part, and condition the uppers before lasting. Perform the above-mentioned operations both manually or by using machines. In case of using machines, adjust working parameters.	skill competence	esco		
esco.aec13d38-b54b-425a-90c5-b0daac6f0776	http://data.europa.eu/esco/skill/aec13d38-b54b-425a-90c5-b0daac6f0776;lcsh.sh85008767	http://data.europa.eu/esco/skill/aec13d38-b54b-425a-90c5-b0daac6f0776;http://id.loc.gov/authorities/subjects/sh85008767	assemble microelectronics	Build microelectronics using microscopes, tweezers, or pick-and-place robots, such as SMT machines. Slice substrates from silicon wafers and bond components onto the surface through soldering and bonding techniques. Bond the wires through special wire bonding techniques and seal and encapsulate the microelectronics.	skill competence	esco	8.0	11.0
esco.aec4c9bf-9c44-4f9d-99f1-70011cebe1a8	http://data.europa.eu/esco/skill/aec4c9bf-9c44-4f9d-99f1-70011cebe1a8;dbpedia.Testing_equipment	http://data.europa.eu/esco/skill/aec4c9bf-9c44-4f9d-99f1-70011cebe1a8;http://dbpedia.org/resource/Category:Testing_equipment	test instrumentation equipment	Check the instrumentation equipment for accuracy and performance using pneumatic, electronic, and electrical test and measuring equipment and hand tools.	skill competence	esco	0.0	12.0
esco.aec8ca21-4a5c-4ca6-ab60-939580010d39	http://data.europa.eu/esco/skill/aec8ca21-4a5c-4ca6-ab60-939580010d39;dbpedia.Therapy	http://data.europa.eu/esco/skill/aec8ca21-4a5c-4ca6-ab60-939580010d39;http://dbpedia.org/resource/Category:Therapy	perform therapy sessions	Work in sessions with individuals or groups to deliver therapy in a controlled environment.	skill competence	esco	6.0	8.0
esco.aed3d1e7-e9f5-4298-9a51-45266a49c844	http://data.europa.eu/esco/skill/aed3d1e7-e9f5-4298-9a51-45266a49c844;lcsh.sh85082043	http://data.europa.eu/esco/skill/aed3d1e7-e9f5-4298-9a51-45266a49c844;http://id.loc.gov/authorities/subjects/sh85082043	match people	Compare profiles of clients to see whether they have similar interests or have characteristics that would be a good match. Select the best matches and get people into contact with each other.	skill competence	esco	3.0	5.0
esco.aed3e0e3-772c-43d8-a56e-26a769fc0aa2	http://data.europa.eu/esco/skill/aed3e0e3-772c-43d8-a56e-26a769fc0aa2	http://data.europa.eu/esco/skill/aed3e0e3-772c-43d8-a56e-26a769fc0aa2	types of oaths	The various kinds of swearing such as testimonies on happenings, affirmation on the veracity of a declaration, professional oaths to become a doctor or veterinary, and royal oaths for official purposes.	knowledge	esco		
esco.aed5deff-a7bb-47ce-b31f-4b16851ad434	http://data.europa.eu/esco/skill/aed5deff-a7bb-47ce-b31f-4b16851ad434;dbpedia.Sports_venues	http://data.europa.eu/esco/skill/aed5deff-a7bb-47ce-b31f-4b16851ad434;http://dbpedia.org/resource/Category:Sports_venues	advertise sport venue	Advertise and promote the venue or centre to increase usage, which may include commissioning and considering market research.	skill competence	esco		
esco.aedae903-74b5-4209-8765-7f6619f52545	http://data.europa.eu/esco/skill/aedae903-74b5-4209-8765-7f6619f52545;lcsh.sh85006563	http://data.europa.eu/esco/skill/aedae903-74b5-4209-8765-7f6619f52545;http://id.loc.gov/authorities/subjects/sh85006563	create furniture frames	Construct a strong frame out of materials such as wood, metal, plastic, laminated boards, or a combination of the materials for furniture.	skill competence	esco	0.0	2.0
esco.aee24c19-7dfd-4011-ae95-7a2fe2f7e369	http://data.europa.eu/esco/skill/aee24c19-7dfd-4011-ae95-7a2fe2f7e369;lcsh.sh85110388	http://data.europa.eu/esco/skill/aee24c19-7dfd-4011-ae95-7a2fe2f7e369;http://id.loc.gov/authorities/subjects/sh85110388	maintain radio communications equipment	Perform testing or repairing activities on radio transmitting and receiving equipment, such as testing control circuits.	skill competence	esco		
esco.aee372b2-0587-48ba-85dd-05cbd1779f81	http://data.europa.eu/esco/skill/aee372b2-0587-48ba-85dd-05cbd1779f81;lcsh.sh00005898	http://data.europa.eu/esco/skill/aee372b2-0587-48ba-85dd-05cbd1779f81;http://id.loc.gov/authorities/subjects/sh00005898	administer radiation treatment	Determine appropriate radiation dosage in cooperation with medical physicists and doctors, determining which body area is to be treated, in order to treat tumors or forms of cancer and minimising damage to surrounding tissues/organs.	skill competence	esco		
esco.aefbae85-3b3b-4d3b-b938-e4e941b5cbb2	http://data.europa.eu/esco/skill/aefbae85-3b3b-4d3b-b938-e4e941b5cbb2	http://data.europa.eu/esco/skill/aefbae85-3b3b-4d3b-b938-e4e941b5cbb2	hydrogenation processes for edible oils	Hydrogenation processes of different oils which reduce saturation and affect physical properties such as melting point and taste.	knowledge	esco		
esco.af0b1937-7538-434f-871b-7e8f72e04117	http://data.europa.eu/esco/skill/af0b1937-7538-434f-871b-7e8f72e04117	http://data.europa.eu/esco/skill/af0b1937-7538-434f-871b-7e8f72e04117	assemble instrumentation equipment	Build systems and instruments which measure, control, and monitor processes. Fit the instrument parts such as power supplies, control units, lenses, springs, circuit boards, sensors, transmitters, and controllers.	skill competence	esco	0.0	12.0
esco.af0bbc31-b54d-4e8d-82b1-2e91a1115523	http://data.europa.eu/esco/skill/af0bbc31-b54d-4e8d-82b1-2e91a1115523;lcsh.sh85111078	http://data.europa.eu/esco/skill/af0bbc31-b54d-4e8d-82b1-2e91a1115523;http://id.loc.gov/authorities/subjects/sh85111078	mechanics of trains	The mechanical aspects and principles of the mechanics involved in trains.	knowledge	esco	1.0	6.0
esco.af129db7-a6b4-440b-87aa-d7f19c297aa0	http://data.europa.eu/esco/skill/af129db7-a6b4-440b-87aa-d7f19c297aa0	http://data.europa.eu/esco/skill/af129db7-a6b4-440b-87aa-d7f19c297aa0	identify infestation source	Inspect buildings and surroundings to identify the source and extent of damage done to property by pests.	skill competence	esco		
esco.af13a0c8-52c0-475d-84a0-05e978fd45bb	http://data.europa.eu/esco/skill/af13a0c8-52c0-475d-84a0-05e978fd45bb	http://data.europa.eu/esco/skill/af13a0c8-52c0-475d-84a0-05e978fd45bb	participate in vine preparation	Participates in vine preparation, harrowing, laying stakes, chains and pins, planting vines.	skill competence	esco		
esco.af1727ee-e8e3-40a0-85f7-6e52e2a12035	http://data.europa.eu/esco/skill/af1727ee-e8e3-40a0-85f7-6e52e2a12035	http://data.europa.eu/esco/skill/af1727ee-e8e3-40a0-85f7-6e52e2a12035	work with veterinarians	Consult veterinarians and assist them in the examination and nursing of animals.	skill competence	esco		
esco.af1c7b89-679b-4fae-b67c-ed05c669719c	http://data.europa.eu/esco/skill/af1c7b89-679b-4fae-b67c-ed05c669719c	http://data.europa.eu/esco/skill/af1c7b89-679b-4fae-b67c-ed05c669719c	repair wiring	Find faults in wires or cables by using specialised equipment and repair these faults depending on type of wiring.	skill competence	esco		
esco.af1df253-5103-46d7-a757-b17bf5a4e581	http://data.europa.eu/esco/skill/af1df253-5103-46d7-a757-b17bf5a4e581;lcsh.sh85130861	http://data.europa.eu/esco/skill/af1df253-5103-46d7-a757-b17bf5a4e581;http://id.loc.gov/authorities/subjects/sh85130861	operate surveying instruments	Operate and adjust measuring instruments such as theodolites and prisms, and other electronic distance-measuring tools.	skill competence	esco	0.0	2.0
esco.af2bd509-0dea-44f5-a0fd-ab2e8281ef01	http://data.europa.eu/esco/skill/af2bd509-0dea-44f5-a0fd-ab2e8281ef01;dbpedia.Animal_care_occupations	http://data.europa.eu/esco/skill/af2bd509-0dea-44f5-a0fd-ab2e8281ef01;http://dbpedia.org/resource/Category:Animal_care_occupations	instruct on animal care	Provide employees in animal care with information on how to treat the animal, the animals eating habits, nutrition and medical condition and needs.	skill competence	esco	3.0	3.0
esco.af2e97dc-fa66-421e-a793-ba4e4afa2dad	http://data.europa.eu/esco/skill/af2e97dc-fa66-421e-a793-ba4e4afa2dad;dbpedia.Packaging_materials	http://data.europa.eu/esco/skill/af2e97dc-fa66-421e-a793-ba4e4afa2dad;http://dbpedia.org/resource/Category:Packaging_materials	types of packaging used in industrial shipments	The various types of packaging materials used for industrial shipments, according to the type of goods to be shipped.	knowledge	esco		
esco.af313ba1-a39e-49ac-99ec-94630fbe4f7f	http://data.europa.eu/esco/skill/af313ba1-a39e-49ac-99ec-94630fbe4f7f;dbpedia.Computer_security_exploits	http://data.europa.eu/esco/skill/af313ba1-a39e-49ac-99ec-94630fbe4f7f;http://dbpedia.org/resource/Category:Computer_security_exploits	develop code exploits	Create and test software exploits in a controlled environment to uncover and check system bugs or vulnerabilities.	skill competence	esco	8.0	11.0
esco.af426cea-4cce-481d-87eb-9b1f075c7063	http://data.europa.eu/esco/skill/af426cea-4cce-481d-87eb-9b1f075c7063	http://data.europa.eu/esco/skill/af426cea-4cce-481d-87eb-9b1f075c7063	aircraft marshalling signals	The arm and hand gestures used to guide aircraft according to official marshalling procedures.	knowledge	esco		
esco.af43a17b-8ac2-4cff-8318-42701317daa7	http://data.europa.eu/esco/skill/af43a17b-8ac2-4cff-8318-42701317daa7;lcsh.sh85028796	http://data.europa.eu/esco/skill/af43a17b-8ac2-4cff-8318-42701317daa7;http://id.loc.gov/authorities/subjects/sh85028796	coordinate patrols	Coordinate the investigation and inspection of a certain area by assigning patrollers to routes and areas, establishing the area that needs patrolling, and coordinating the activities during the patrol.	skill competence	esco		
esco.af529b5d-a055-4dfa-a386-1b1c1c8670e3	http://data.europa.eu/esco/skill/af529b5d-a055-4dfa-a386-1b1c1c8670e3;dbpedia.Broadcast_transmitters	http://data.europa.eu/esco/skill/af529b5d-a055-4dfa-a386-1b1c1c8670e3;http://dbpedia.org/resource/Category:Broadcast_transmitters	operate broadcast equipment	Operate broadcast equipment to produce, switch, receive, record, edit, and reproduce television and radio signals.	skill competence	esco	3.0	5.0
esco.af582ee4-bbc8-436c-96f2-df0cb2049f5d	http://data.europa.eu/esco/skill/af582ee4-bbc8-436c-96f2-df0cb2049f5d;lcsh.sh85107196	http://data.europa.eu/esco/skill/af582ee4-bbc8-436c-96f2-df0cb2049f5d;http://id.loc.gov/authorities/subjects/sh85107196	products coding system	Packaging codes and markings required to implement proper handling procedures for goods.	knowledge	esco	4.0	4.0
esco.af59d780-71ca-4f3b-b343-3dacd17546b8	http://data.europa.eu/esco/skill/af59d780-71ca-4f3b-b343-3dacd17546b8;dbpedia.Broadcasting_lists	http://data.europa.eu/esco/skill/af59d780-71ca-4f3b-b343-3dacd17546b8;http://dbpedia.org/resource/Category:Broadcasting_lists	prepare broadcasts	Decide on the time frame, the content, and organisation of a TV show or radio broadcast.	skill competence	esco	0.0	5.0
esco.af607e5e-4ba1-4e5f-a2a6-dc05806567c7	http://data.europa.eu/esco/skill/af607e5e-4ba1-4e5f-a2a6-dc05806567c7	http://data.europa.eu/esco/skill/af607e5e-4ba1-4e5f-a2a6-dc05806567c7	coordinate technological activities	Give instructions to colleagues and other cooperating parties in order to reach the desired outcome of a technological project or achieve set goals within an organisation dealing with technology.	skill competence	esco	6.0	8.0
esco.af6ea157-8c10-4c5b-8015-0e184946127a	http://data.europa.eu/esco/skill/af6ea157-8c10-4c5b-8015-0e184946127a;dbpedia.Identity_management	http://data.europa.eu/esco/skill/af6ea157-8c10-4c5b-8015-0e184946127a;http://dbpedia.org/resource/Category:Identity_management	outline blockchain-based identity management	Outline blockchain-based identity management and access control in terms of how they work, what their benefits are compared to current solutions, and how they can be applied for specific applications.	skill competence	esco	0.0	2.0
esco.af76c813-5c7f-4a08-a560-b4b70f96f3ff	http://data.europa.eu/esco/skill/af76c813-5c7f-4a08-a560-b4b70f96f3ff	http://data.europa.eu/esco/skill/af76c813-5c7f-4a08-a560-b4b70f96f3ff	evaluate interview reports	Assess the quality and plausibility of the interview results on the basis of the documentation while taking various factors into account such as the weighting scale.	skill competence	esco	9.0	12.0
esco.af7a7ae3-b803-4448-b0b0-a5a5af26e5a1	http://data.europa.eu/esco/skill/af7a7ae3-b803-4448-b0b0-a5a5af26e5a1;lcsh.sh99000370	http://data.europa.eu/esco/skill/af7a7ae3-b803-4448-b0b0-a5a5af26e5a1;http://id.loc.gov/authorities/subjects/sh99000370	decide on type of genetic testing	Find the appropriate tests for a particular patient, considering tests on molecular genetics, cytogenetics, and specialised biochemistry.	skill competence	esco	6.0	8.0
esco.af7fcc0f-bdd9-40b4-9649-f22f939ca699	http://data.europa.eu/esco/skill/af7fcc0f-bdd9-40b4-9649-f22f939ca699;dbpedia.Telecommunications_equipment	http://data.europa.eu/esco/skill/af7fcc0f-bdd9-40b4-9649-f22f939ca699;http://dbpedia.org/resource/Category:Telecommunications_equipment	recommend telecommunication equipment to customers	Recommend and provide advice on electronical and telecommunication equipment, taking into consideration factors such as capacity, cost and flexibility.	skill competence	esco	3.0	5.0
esco.af8ca5cf-7fd1-4275-a886-e951c335d497	http://data.europa.eu/esco/skill/af8ca5cf-7fd1-4275-a886-e951c335d497	http://data.europa.eu/esco/skill/af8ca5cf-7fd1-4275-a886-e951c335d497	assist multimedia operator	Take over tasks from the multimedia operator as required. Call cues for the multimedia operator or operate the multimedia equipment yourself.	skill competence	esco	0.0	2.0
esco.af9b6098-7d2f-4990-b4eb-d7dd73fdb933	http://data.europa.eu/esco/skill/af9b6098-7d2f-4990-b4eb-d7dd73fdb933;lcsh.sh85108036	http://data.europa.eu/esco/skill/af9b6098-7d2f-4990-b4eb-d7dd73fdb933;http://id.loc.gov/authorities/subjects/sh85108036	prune plants	Carry out pruning with relevant tools, related to the different purposes like maintenance pruning, pruning for growth, pruning for fruiting, debudding and volume reduction.	skill competence	esco	1.0	6.0
