skill_id	lvl_active_learning	lvl_active_listening	lvl_administration_and_management	lvl_administrative	lvl_arm_hand_steadiness	lvl_auditory_attention	lvl_biology	lvl_building_and_construction	lvl_category_flexibility	lvl_chemistry	lvl_communications_and_media	lvl_complex_problem_solving	lvl_computers_and_electronics	lvl_control_precision	lvl_coordination	lvl_critical_thinking	lvl_customer_and_personal_service	lvl_deductive_reasoning	lvl_depth_perception	lvl_design	lvl_dynamic_flexibility	lvl_dynamic_strength	lvl_economics_and_accounting	lvl_education_and_training	lvl_engineering_and_technology	lvl_english_language	lvl_equipment_maintenance	lvl_equipment_selection	lvl_explosive_strength	lvl_extent_flexibility	lvl_far_vision	lvl_fine_arts	lvl_finger_dexterity	lvl_flexibility_of_closure	lvl_fluency_of_ideas	lvl_food_production	lvl_foreign_language	lvl_geography	lvl_glare_sensitivity	lvl_gross_body_coordination	lvl_gross_body_equilibrium	lvl_hearing_sensitivity	lvl_history_and_archeology	lvl_inductive_reasoning	lvl_information_ordering	lvl_installation	lvl_instructing	lvl_judgment_and_decision_making	lvl_law_and_government	lvl_learning_strategies	lvl_management_of_financial_resources	lvl_management_of_material_resources	lvl_management_of_personnel_resources	lvl_manual_dexterity	lvl_mathematical_reasoning	lvl_mathematics	lvl_mechanical	lvl_medicine_and_dentistry	lvl_memorization	lvl_monitoring	lvl_multilimb_coordination	lvl_near_vision	lvl_negotiation	lvl_night_vision	lvl_number_facility	lvl_operation_and_control	lvl_operations_analysis	lvl_operations_monitoring	lvl_oral_comprehension	lvl_oral_expression	lvl_originality	lvl_perceptual_speed	lvl_peripheral_vision	lvl_personnel_and_human_resources	lvl_persuasion	lvl_philosophy_and_theology	lvl_physics	lvl_problem_sensitivity	lvl_production_and_processing	lvl_programming	lvl_psychology	lvl_public_safety_and_security	lvl_quality_control_analysis	lvl_rate_control	lvl_reaction_time	lvl_reading_comprehension	lvl_repairing	lvl_response_orientation	lvl_sales_and_marketing	lvl_science	lvl_selective_attention	lvl_service_orientation	lvl_social_perceptiveness	lvl_sociology_and_anthropology	lvl_sound_localization	lvl_spatial_orientation	lvl_speaking	lvl_speech_clarity	lvl_speech_recognition	lvl_speed_of_closure	lvl_speed_of_limb_movement	lvl_stamina	lvl_static_strength	lvl_systems_analysis	lvl_systems_evaluation	lvl_technology_design	lvl_telecommunications	lvl_therapy_and_counseling	lvl_time_management	lvl_time_sharing	lvl_transportation	lvl_troubleshooting	lvl_trunk_strength	lvl_visual_color_discrimination	lvl_visualization	lvl_wrist_finger_speed	lvl_writing	lvl_written_comprehension	lvl_written_expression
19-5011.00					1.50	2.75			3.75					1.88				4.12	2.00		0.00	0.50							0.62	1.12	3.50		2.50	3.88	3.12				0.88	0.50	1.00	2.62		4.12	3.88									1.50	3.00				2.88		1.75	4.00		0.38	3.00				4.12	4.50	3.00	3.00	0.50					4.88						0.75	1.75			0.50			3.00				1.25	1.25		3.75	3.62	3.00	0.00	0.88	1.25							3.00			2.00	3.00	3.00	0.50		4.00	4.00
19-5012.00					1.75	2.00			3.25					1.38				4.00	2.00		0.00	1.00							1.00	1.88	3.25		2.38	3.38	3.00				1.25	1.62	1.75	2.12		4.00	3.25									1.38	2.75				2.25		1.88	3.88		0.62	2.62				4.00	4.00	3.00	3.00	0.75					4.12						0.88	1.75			1.00			3.00				1.00	1.38		3.50	3.00	3.00	0.25	1.38	1.25							2.62			2.25	2.88	2.25	1.12		4.00	3.75
21-1011.00					1.00	2.00			3.25					0.88				4.00	1.25		0.00	0.75							1.75	0.88	3.00		0.75	3.00	3.38				0.75	1.25	1.25	2.00		4.00	3.62									0.25	2.12				2.75		1.00	3.12		0.75	2.00				4.62	4.75	3.12	2.75	0.75					4.25						1.00	1.75			1.75			3.00				0.50	0.62		4.00	4.00	2.38	0.38	1.12	1.75							3.00			1.75	1.88	2.62	0.50		4.25	4.00
21-1012.00					0.00	1.88			3.25					0.00				4.25	0.38		0.00	0.00							0.00	0.00	2.62		0.00	2.62	3.88				0.00	0.00	0.00	1.38		4.12	3.12									0.25	2.50				2.75		0.00	3.38		0.00	2.12				4.50	4.38	3.50	2.12	0.00					4.25						0.00	0.25			0.12			2.88				0.00	0.00		4.00	3.50	2.50	0.00	0.12	0.00							2.62			1.12	1.62	2.25	0.50		4.38	4.25
21-1013.00					0.00	1.88			3.50					0.00				4.12	0.00		0.00	0.00							0.38	0.12	2.75		1.00	3.00	4.12				0.00	0.38	0.38	1.50		4.38	3.75									0.12	1.88				2.88		0.12	3.62		0.00	1.88				4.50	4.88	3.50	2.50	0.00					4.50						0.00	0.38			0.12			3.12				0.00	0.00		4.12	4.00	3.50	0.12	0.12	0.38							2.88			1.00	1.50	2.12	0.62		4.38	4.12
21-1014.00					0.00	2.00			4.00					0.00				4.88	0.00		0.00	0.25							0.62	0.25	2.75		0.88	3.12	4.00				0.00	0.62	0.62	0.88		5.00	4.00									0.50	2.12				2.88		0.25	3.62		0.00	2.00				5.00	5.00	4.00	2.50	0.00					5.00						0.12	0.62			0.62			3.50				0.00	0.12		4.62	4.50	2.88	0.25	0.50	0.62							2.00			0.88	1.00	2.00	0.50		4.38	4.25
21-1015.00					0.38	1.75			3.12					0.00				4.00	0.00		0.00	0.25							0.62	0.75	2.88		1.25	2.75	3.38				0.00	0.62	0.75	1.38		3.88	3.12									0.12	2.12				2.50		0.12	3.50		0.00	2.00				4.12	4.12	3.38	2.12	0.00					4.12						0.00	0.50			0.88			2.38				0.00	0.00		3.88	3.88	2.50	0.25	0.75	0.75							2.62			1.38	1.50	1.88	0.12		4.00	4.00
21-1021.00					1.12	2.12			3.25					1.00				3.88	1.12		0.00	1.12							0.88	0.62	2.88		1.25	2.88	3.38				0.62	1.12	0.75	1.88		3.88	3.38									0.12	2.38				2.62		1.75	3.62		0.62	2.00				4.12	4.12	3.38	2.62	0.62					4.38						0.62	1.25			1.12			3.00				0.50	0.75		3.88	4.00	2.75	0.12	1.25	1.50							2.75			2.00	2.00	2.00	0.62		4.12	4.00
21-1022.00					0.00	2.00			3.50					0.25				4.12	0.38		0.00	0.25							1.00	0.38	3.00		1.62	2.88	4.12				0.00	0.88	0.88	1.25		4.00	3.62									0.50	2.00				2.75		0.62	3.50		0.00	2.00				4.88	4.62	3.62	2.88	0.00					4.38						0.00	1.62			1.38			3.00				0.00	0.00		4.00	4.00	2.88	0.25	1.00	0.88							2.88			2.00	1.12	1.75	0.75		4.25	4.12
21-1023.00					0.00	2.50			3.62					0.00				4.38	0.12		0.00	0.12							1.00	0.12	2.75		1.12	3.00	3.88				0.00	0.88	0.88	2.00		4.25	4.00									0.12	2.50				3.00		0.12	3.62		0.00	2.50				4.88	4.75	3.88	3.00	0.00					4.88						0.00	1.00			1.38			3.00				0.00	0.00		4.00	4.00	3.12	0.12	0.62	1.25							2.75			1.88	1.88	2.12	0.38		4.25	4.25
21-1091.00					2.00	1.75			3.00					1.62				3.88	0.88		0.00	0.50							0.38	0.62	2.88		1.88	2.25	3.75				0.00	0.25	0.25	1.62		3.75	3.00									1.75	2.38				2.38		1.88	3.88		0.00	2.12				4.12	4.38	3.38	2.00	0.00					3.38						0.25	0.25			0.12			2.88				0.00	0.12		3.88	3.38	2.12	0.00	0.62	1.38							2.62			1.12	2.12	2.12	0.50		4.25	4.25
21-1092.00					1.62	2.25			3.00					1.62				4.00	1.62		0.00	0.62							1.75	0.62	2.38		1.62	2.25	3.12				0.75	2.12	1.38	1.38		3.88	3.00									1.38	1.50				2.00		1.88	3.62		0.62	1.38				4.00	4.12	3.12	2.00	0.62					4.00						0.62	2.12			2.12			2.88				0.50	0.62		3.50	3.75	2.12	1.38	1.88	2.12							2.25			2.12	0.88	2.00	0.50		4.00	4.00
21-1093.00					0.88	1.88			3.12					1.25				4.00	1.75		0.00	1.12							0.75	0.88	2.75		1.25	3.12	3.50				0.50	0.88	0.75	2.00		3.38	3.00									0.50	2.00				2.88		1.75	3.88		0.38	2.25				4.00	4.00	3.25	2.62	0.50					3.88						0.25	1.00			1.00			3.12				0.00	0.75		3.75	3.62	2.88	0.00	0.88	1.25							3.00			1.88	1.75	2.12	0.50		3.88	3.88
21-1094.00					2.75	1.75			3.12					2.38				3.75	2.38		0.00	1.38							0.00	1.38	2.62		3.00	2.88	3.50				1.00	1.62	1.00	1.88		3.75	3.12									2.75	2.62				2.38		2.25	3.38		1.12	2.50				3.88	3.88	3.00	2.62	1.12					3.75						1.88	1.75			2.00			2.88				1.00	1.12		3.88	3.50	2.12	1.62	1.88	1.75							2.75			2.12	2.50	2.50	1.38		3.75	3.62
21-2011.00					0.00	1.88			3.62					0.00				4.00	0.00		0.00	0.00							0.00	0.00	3.00		0.38	3.00	3.88				0.00	0.00	0.00	1.62		3.88	3.62									0.25	1.62				3.38		0.25	3.88		0.00	2.50				4.00	4.50	3.88	2.38	0.00					4.38						0.00	0.00			0.00			3.12				0.00	0.12		5.50	4.50	2.88	0.00	0.00	0.00							2.88			1.75	1.50	2.00	0.75		4.00	4.00
21-2021.00					0.00	1.88			3.00					0.00				3.75	1.12		0.12	0.25							0.25	0.12	3.00		0.50	2.75	3.62				0.00	0.25	0.12	1.75		3.62	3.12									0.00	2.25				2.88		0.38	3.62		0.00	2.62				4.00	4.12	3.25	2.12	0.00					3.88						0.00	0.00			0.00			2.88				0.00	0.12		4.00	3.75	2.75	0.00	0.25	0.25							2.25			1.88	1.38	2.62	0.62		4.00	4.00
23-1011.00					0.12	2.00			4.00					0.12				4.50	0.62		0.00	0.00							0.00	0.00	3.00		1.12	3.00	4.25				0.00	0.00	0.00	1.00		4.25	4.12									0.12	2.50				3.12		0.00	4.62		0.00	2.38				5.00	5.00	4.00	2.62	0.00					4.00						0.00	0.00			0.00			3.12				0.00	0.12		4.75	3.62	2.88	0.00	0.00	0.00							2.62			1.12	1.50	2.50	0.62		5.00	5.00
23-1012.00					0.25	1.62			3.50					0.38				4.00	0.00		0.00	0.25							0.00	0.00	2.88		1.50	3.00	3.00				0.00	0.00	0.00	1.38		4.00	3.62									0.38	2.88				2.88		0.00	4.25		0.00	2.50				4.75	4.38	2.88	2.38	0.00					3.75						0.00	0.00			0.00			2.88				0.00	0.00		3.88	3.88	2.50	0.00	0.00	0.00							2.00			1.00	2.25	1.88	0.75		4.88	4.50
23-1021.00					0.75	2.00			3.25					0.62				4.75	0.00		0.00	0.25							0.00	0.00	3.00		1.50	2.88	3.12				0.00	0.00	0.00	1.38		4.88	3.75									0.75	2.38				2.75		0.00	4.25		0.00	2.62				5.00	5.00	3.00	2.50	0.00					4.00						0.00	0.00			0.00			3.00				0.00	0.00		4.38	4.00	2.38	0.00	0.00	0.00							2.62			0.62	1.00	1.25	0.38		5.00	5.00
23-1022.00					0.00	1.25			3.00					0.00				4.12	0.25		0.00	0.00							0.00	0.00	2.75		0.25	3.00	3.50				0.00	0.00	0.00	1.12		4.00	3.25									0.00	2.00				2.00		0.00	4.00		0.00	2.00				5.00	5.00	3.12	1.88	0.00					3.88						0.00	0.00			0.00			2.88				0.00	0.00		4.00	4.00	2.88	0.00	0.00	0.00							2.00			1.12	1.12	2.00	0.50		4.88	4.75
23-1023.00					0.00	1.25			3.12					0.00				5.00	0.00		0.00	0.12							0.00	0.00	2.88		0.62	3.12	3.75				0.00	0.50	0.00	1.00		5.00	4.00									0.00	2.62				2.88		0.00	4.50		0.00	2.25				5.00	5.00	3.12	2.62	0.00					4.00						0.00	0.12			0.12			3.00				0.00	0.00		4.38	4.00	3.00	0.00	0.00	0.12							2.75			0.25	1.12	1.88	0.00		5.00	5.00
23-2011.00					0.50	1.75			3.00					0.38				3.00	0.00		0.00	0.12							0.00	0.00	3.00		1.38	2.88	2.88				0.00	0.00	0.00	0.88		3.00	3.00									1.00	2.00				2.62		0.00	4.62		0.00	2.25				4.00	4.00	2.88	2.88	0.00					3.00						0.00	0.00			0.00			2.88				0.00	0.00		3.25	3.75	2.00	0.00	0.00	0.00							2.12			1.25	1.62	2.00	1.00		4.00	4.00
23-2093.00					0.62	1.38			3.12					0.75				3.38	0.38		0.00	0.50							0.00	0.00	2.38		1.38	2.75	2.00				0.00	0.00	0.00	0.88		3.12	3.00									0.75	2.00				2.00		0.00	4.00		0.00	2.12				4.00	4.00	1.88	2.38	0.00					2.88						0.00	0.00			0.00			2.75				0.00	0.00		3.12	3.12	1.62	0.00	0.00	0.00							1.88			1.25	0.88	1.75	0.62		4.00	3.75
25-1011.00					0.00	1.38			3.25					0.00				4.25	0.00		0.00	0.00							0.00	0.00	2.75		1.00	2.62	3.12				0.00	0.00	0.00	0.75		4.00	3.62									0.00	3.62				3.00		0.00	3.88		0.00	3.25				5.00	5.25	3.38	2.25	0.00					3.25						0.00	0.00			0.00			2.88				0.00	0.00		5.12	3.62	2.75	0.00	0.00	0.00							2.00			1.62	0.88	2.12	0.75		4.88	5.12
25-1021.00					0.75	0.88			3.75					0.50				3.88	0.88		0.00	0.00							0.00	0.00	2.75		1.62	3.00	3.50				0.00	0.00	0.00	1.25		3.88	3.88									0.38	3.88				2.88		0.00	4.00		0.00	3.00				5.00	5.25	3.62	2.00	0.00					3.50						0.00	0.00			0.00			2.88				0.00	0.00		4.62	3.75	2.25	0.00	0.00	0.00							2.12			1.75	1.50	2.75	0.12		4.88	5.00
25-1022.00					0.00	1.00			3.25					0.00				4.12	0.38		0.00	0.00							0.00	0.00	2.12		0.62	2.50	3.38				0.00	0.00	0.00	0.50		4.12	3.50									0.00	4.75				3.00		0.00	3.88		0.00	4.62				5.00	4.88	3.50	2.12	0.00					3.25						0.00	0.00			0.00			2.75				0.00	0.00		4.88	3.25	2.25	0.00	0.00	0.00							2.62			1.38	0.88	2.12	0.62		4.38	4.50
25-1031.00					0.75	1.75			4.00					0.38				4.12	1.38		0.00	0.00							0.00	0.00	3.25		1.50	3.00	3.88				0.00	0.00	0.00	0.88		4.12	4.12									0.00	3.25				2.88		0.00	4.00		0.00	3.25				5.12	5.25	4.12	2.12	0.00					4.12						0.12	0.25			0.00			2.75				0.00	0.62		5.12	3.62	2.25	0.00	0.00	0.00							2.50			1.88	2.25	4.12	0.62		5.00	5.00
25-1032.00					0.62	1.75			4.12					0.12				4.25	1.25		0.00	0.00							0.00	0.00	3.12		1.25	3.00	3.88				0.00	0.00	0.00	2.12		4.25	4.12									0.00	4.25				2.88		0.00	3.88		0.00	4.25				5.12	5.38	3.88	2.12	0.00					3.75						0.12	0.12			0.00			3.12				0.00	0.00		4.75	4.00	2.75	0.00	0.00	0.00							2.38			1.00	2.50	3.38	0.50		5.12	5.00
25-1041.00					1.12	1.50			3.12					1.75				4.25	1.00		0.00	0.88							0.38	1.00	3.12		2.00	2.38	3.75				0.00	0.75	0.50	1.12		4.25	3.88									1.12	3.25				3.00		1.25	3.38		0.00	3.12				5.00	5.62	3.75	2.12	0.00					3.75						0.75	0.75			0.50			2.25				0.00	0.12		5.00	4.00	2.12	0.00	0.88	1.00							2.00			2.00	1.25	2.00	1.00		4.88	4.88
25-1042.00					1.12	1.50			4.00					1.12				4.12	0.88		0.00	0.00							0.00	0.00	3.00		1.50	2.38	3.62				0.00	0.00	0.00	0.88		4.25	4.00									1.00	3.12				2.88		0.00	4.00		0.00	2.75				5.12	5.50	3.75	2.25	0.00					3.62						0.00	0.00			0.00			2.75				0.00	0.00		4.88	4.00	2.25	0.00	0.00	0.00							2.25			1.62	2.00	2.12	0.12		5.00	5.00
25-1043.00					0.62	1.50			3.25					1.25				4.12	1.88		0.00	0.38							0.38	0.38	3.00		1.00	2.12	3.75				0.75	0.38	0.38	1.62		4.12	3.25									0.00	3.25				2.88		1.38	3.75		0.62	2.88				4.88	5.00	3.75	2.38	0.62					3.75						0.50	0.88			0.75			2.75				0.62	0.75		4.88	4.00	2.00	0.00	0.38	0.62							2.12			0.88	1.75	2.25	0.38		5.00	4.88
25-1051.00					0.12	1.75			4.00					0.00				4.25	0.75		0.00	0.12							0.00	0.00	3.00		0.88	2.75	3.88				0.00	0.00	0.00	1.12		4.25	4.00									0.00	4.00				3.00		0.25	4.00		0.00	3.38				5.12	5.25	3.88	2.12	0.00					4.12						0.00	0.00			0.00			2.75				0.00	0.00		5.12	3.75	2.25	0.00	0.00	0.25							2.12			1.38	1.75	2.25	0.50		5.12	5.12
25-1052.00					0.25	1.75			3.88					0.00				4.50	1.00		0.00	0.00							0.00	0.00	2.88		1.50	3.00	3.38				0.00	0.00	0.00	1.25		4.38	3.75									0.50	3.75				3.12		0.00	3.88		0.00	3.12				5.38	5.50	3.50	2.50	0.00					3.88						0.00	0.00			0.00			3.12				0.00	0.00		4.50	4.00	2.25	0.00	0.00	0.00							2.75			1.75	2.12	2.88	0.25		5.00	5.00
25-1053.00					0.00	1.62			3.25					0.00				4.12	0.75		0.00	0.00							0.00	0.00	3.00		0.62	2.62	3.50				0.00	0.00	0.00	0.75		4.12	3.75									0.00	3.12				2.88		0.00	3.75		0.00	2.50				4.88	5.12	3.50	2.12	0.00					3.38						0.00	0.00			0.00			2.75				0.00	0.00		4.88	3.25	2.12	0.00	0.00	0.00							2.50			1.12	1.62	1.75	0.62		5.00	5.00
25-1054.00					1.50	1.50			3.62					0.88				4.38	1.12		0.00	0.00							0.00	0.25	3.00		1.88	2.12	3.75				0.00	0.00	0.00	1.38		4.38	3.88									1.25	4.00				2.88		0.00	3.88		0.00	3.50				5.75	5.62	3.50	2.12	0.00					3.62						0.50	0.50			0.00			2.75				0.00	0.00		4.88	3.50	2.12	0.00	0.00	0.00							2.12			1.62	2.25	2.38	0.62		4.88	5.00
25-1061.00					0.88	1.88			4.00					0.50				4.12	0.12		0.00	0.00							0.00	0.00	3.25		0.88	2.88	3.88				0.00	0.00	0.00	0.88		4.50	3.75									0.88	3.00				3.12		0.00	4.00		0.00	2.50				5.12	5.38	3.75	2.00	0.00					3.62						0.00	0.00			0.00			3.12				0.00	0.12		4.88	3.75	2.38	0.00	0.00	0.00							2.75			1.25	1.50	2.00	0.88		5.00	5.12
25-1062.00					0.00	1.88			3.00					0.00				3.75	0.38		0.00	0.00							0.00	0.00	2.62		0.75	2.25	3.62				0.00	0.00	0.00	1.25		3.75	3.12									0.00	2.25				2.88		0.00	3.88		0.00	2.12				4.88	5.00	3.75	2.12	0.00					3.25						0.00	0.00			0.00			2.75				0.00	0.00		4.62	3.25	2.12	0.00	0.00	0.00							2.62			1.12	1.25	2.12	0.00		4.88	4.88
25-1063.00					0.00	2.00			3.25					0.00				4.12	0.62		0.00	0.00							0.00	0.00	3.00		1.50	2.75	3.25				0.00	0.00	0.00	1.50		4.12	3.25									0.00	3.75				3.00		0.00	3.88		0.00	4.00				5.00	5.00	3.00	2.50	0.00					3.88						0.00	0.00			0.00			2.75				0.00	0.00		4.75	3.88	2.38	0.00	0.00	0.00							2.50			1.25	1.50	2.62	0.50		5.00	5.00
25-1064.00					0.00	1.38			3.62					0.00				3.88	0.25		0.00	0.00							0.00	0.00	2.75		0.75	2.50	3.62				0.00	0.00	0.00	1.38		3.88	3.62									0.00	2.88				2.50		0.00	3.38		0.00	2.75				4.88	4.88	3.62	2.12	0.00					3.25						0.00	0.00			0.00			2.75				0.00	0.38		4.62	3.75	2.25	0.00	0.00	0.00							2.12			1.75	1.50	2.38	0.00		5.00	4.88
25-1065.00					0.00	1.00			3.12					0.00				3.88	0.12		0.00	0.25							0.00	0.00	2.75		0.25	2.00	3.25				0.00	0.00	0.00	0.62		3.88	3.12									0.00	2.38				2.88		0.00	3.75		0.00	2.00				5.00	5.00	3.25	2.00	0.00					3.25						0.00	0.00			0.00			2.88				0.00	0.00		4.62	3.38	2.00	0.00	0.00	0.00							2.12			1.12	1.25	1.25	0.12		5.00	5.00
25-1066.00					0.00	1.00			3.38					0.00				4.12	0.38		0.00	0.00							0.00	0.00	3.00		0.62	2.38	3.50				0.00	0.00	0.00	0.62		4.12	3.38									0.00	3.12				2.88		0.00	3.50		0.00	2.62				4.88	5.00	3.38	2.12	0.00					3.75						0.00	0.00			0.00			2.50				0.00	0.00		5.00	4.00	2.12	0.12	0.00	0.12							2.00			1.38	0.75	2.00	0.50		5.00	5.00
25-1067.00					0.00	0.62			3.12					0.00				4.12	0.00		0.00	0.12							0.00	0.00	3.00		0.62	2.25	3.25				0.00	0.00	0.00	0.50		4.12	3.25									0.00	2.62				3.00		0.00	3.75		0.00	2.25				5.00	5.00	3.12	2.12	0.00					3.50						0.00	0.00			0.00			2.62				0.00	0.00		4.88	3.88	2.12	0.00	0.00	0.00							2.00			1.25	0.88	1.12	0.38		4.88	5.00
25-1071.00					1.12	1.75			3.50					1.12				3.88	0.75		0.00	0.88							0.50	0.88	2.75		1.62	2.75	3.25				0.00	0.25	0.12	1.25		3.88	3.75									1.00	3.00				2.88		1.12	3.62		0.00	2.88				4.88	5.12	3.75	2.12	0.00					3.75						0.50	0.50			0.00			3.00				0.00	0.00		4.62	3.75	2.75	0.00	0.62	1.12							2.75			1.50	2.25	2.12	0.75		5.00	5.00
25-1072.00					2.88	2.12			3.75					1.75				4.00	1.38		0.00	1.12							0.88	1.50	2.88		2.50	3.00	3.75				0.00	1.12	1.25	1.50		4.00	3.88									2.25	3.00				2.88		2.00	4.00		0.00	2.88				5.00	5.00	3.62	2.50	0.00					4.12						0.00	0.50			0.88			3.00				0.00	0.00		4.88	4.00	2.88	0.00	1.50	1.62							3.00			2.12	2.25	2.62	0.88		5.00	4.88
25-1081.00					0.75	1.12			3.12					0.50				4.25	0.38		0.00	0.12							0.00	0.00	3.12		1.12	2.12	3.25				0.00	0.00	0.00	0.75		4.12	3.38									0.75	2.25				2.75		0.00	4.00		0.00	2.12				5.12	5.12	3.25	2.25	0.00					3.88						0.00	0.00			0.00			2.88				0.00	0.00		5.00	4.00	2.12	0.00	0.00	0.00							2.00			1.75	0.75	1.38	0.50		5.00	5.00
25-1082.00					0.00	1.00			3.62					0.00				4.12	0.62		0.00	0.38							0.00	0.00	3.00		0.88	2.88	3.12				0.00	0.00	0.00	0.75		4.00	3.88									0.00	2.38				2.88		0.00	4.00		0.00	2.25				5.00	4.88	3.00	2.25	0.00					3.62						0.00	0.00			0.00			2.88				0.00	0.00		4.75	3.62	2.25	0.00	0.00	0.00							2.38			1.38	0.88	2.00	0.38		5.00	4.88
25-1111.00					0.00	1.25			3.12					0.00				3.88	0.00		0.00	0.00							0.00	0.00	2.50		0.62	2.25	3.12				0.00	0.00	0.00	0.88		3.88	3.25									0.00	2.38				2.75		0.00	3.62		0.00	2.00				5.00	5.00	3.00	2.00	0.00					3.75						0.00	0.00			0.00			2.75				0.00	0.00		4.50	3.25	2.12	0.00	0.00	0.00							2.50			1.00	1.25	2.00	0.12		5.00	5.00
25-1112.00					0.00	1.25			3.62					0.00				4.88	0.00		0.00	0.00							0.00	0.00	2.38		0.88	2.25	3.75				0.00	0.00	0.00	0.75		4.50	3.62									0.00	2.12				3.12		0.00	4.38		0.00	2.12				5.12	5.38	3.75	2.25	0.00					3.62						0.00	0.00			0.00			2.50				0.00	0.00		5.38	3.88	2.38	0.00	0.00	0.00							2.00			1.38	0.75	1.50	0.62		5.00	5.00
25-1113.00					0.00	1.50			3.25					0.00				4.25	0.50		0.00	0.00							0.00	0.00	3.00		0.88	2.38	3.62				0.00	0.00	0.00	0.88		4.00	3.88									0.00	2.38				2.88		0.00	3.62		0.00	2.00				4.88	5.00	3.62	2.00	0.00					3.75						0.00	0.00			0.00			2.50				0.00	0.00		5.12	4.00	2.12	0.00	0.00	0.00							2.25			1.12	1.00	2.00	0.62		4.88	5.00
25-1121.00					2.12	2.00			3.75					1.88				3.88	0.75		0.12	0.50							0.25	0.38	3.25		2.12	2.38	4.00				0.00	0.25	0.12	1.88		3.75	3.62									2.12	2.00				3.00		1.00	4.00		0.00	1.88				5.00	5.00	4.00	2.12	0.00					3.12						0.25	0.50			0.25			2.75				0.00	0.25		4.62	3.88	2.12	0.12	0.25	0.75							2.38			1.75	3.00	3.00	0.62		5.00	4.75
25-1122.00					0.12	1.62			3.12					0.00				4.00	0.25		0.00	0.00							0.00	0.00	2.75		0.50	2.38	3.25				0.00	0.00	0.00	1.12		3.88	3.12									0.12	2.25				2.88		0.00	3.75		0.00	2.25				4.88	5.00	3.12	2.12	0.00					3.62						0.00	0.00			0.00			2.75				0.12	0.00		4.62	3.75	2.25	0.00	0.00	0.00							2.12			1.62	1.25	2.12	0.25		4.75	4.88
25-1123.00					0.00	0.88			3.50					0.00				3.88	0.00		0.00	0.00							0.00	0.00	2.50		0.25	2.62	3.88				0.00	0.00	0.00	1.00		3.88	3.50									0.00	1.88				3.00		0.00	3.75		0.00	1.88				5.00	5.00	3.75	1.88	0.00					3.62						0.00	0.00			0.00			2.88				0.00	0.00		4.75	3.88	2.38	0.00	0.00	0.00							2.25			0.88	1.25	2.00	0.00		5.00	5.00
25-1124.00					0.00	2.00			3.00					0.00				3.62	0.00		0.00	0.00							0.00	0.00	2.75		0.62	2.38	3.38				0.00	0.00	0.00	1.50		3.75	3.00									0.00	1.88				2.88		0.00	3.75		0.00	1.88				4.88	4.88	3.25	2.00	0.00					3.38						0.00	0.00			0.00			2.88				0.00	0.00		4.88	4.50	2.00	0.00	0.00	0.00							2.00			1.75	1.25	2.00	0.00		4.75	4.75
25-1125.00					0.00	1.12			3.25					0.00				3.88	0.00		0.00	0.25							0.00	0.00	2.88		0.00	2.12	3.38				0.00	0.00	0.00	0.62		3.88	3.50									0.00	2.00				3.00		0.00	3.75		0.00	2.00				4.88	5.00	3.12	2.00	0.00					3.25						0.00	0.00			0.00			3.00				0.00	0.00		4.50	3.25	2.25	0.00	0.00	0.00							2.12			1.00	1.12	1.38	0.12		5.00	5.00
25-1126.00					0.00	1.12			3.12					0.00				4.12	0.00		0.00	0.00							0.00	0.00	2.62		0.62	2.12	3.25				0.00	0.00	0.00	0.75		4.25	3.25									0.00	2.12				2.88		0.00	3.62		0.00	2.12				5.00	5.12	3.25	2.25	0.00					3.25						0.00	0.00			0.00			2.50				0.00	0.00		5.00	3.38	2.12	0.00	0.00	0.00							2.00			1.62	0.88	1.75	0.25		5.00	5.00
25-1192.00					0.00	1.12			3.12					0.12				4.00	0.75		0.00	0.00							0.00	0.12	3.12		1.38	2.38	3.12				0.00	0.00	0.00	1.00		3.75	3.38									0.12	3.00				2.88		0.00	3.62		0.00	2.38				4.88	4.88	3.38	2.25	0.00					3.25						0.00	0.00			0.00			2.75				0.00	0.00		4.62	3.38	2.00	0.00	0.00	0.00							2.00			1.75	2.00	2.38	0.75		4.75	4.50
25-1193.00					0.38	2.00			3.12					0.38				3.88	1.62		0.00	0.38							0.00	0.50	2.88		0.38	2.38	3.12				0.00	0.38	0.50	1.38		3.88	3.62									0.12	2.62				2.88		0.38	3.75		0.00	2.38				4.75	5.00	3.12	2.12	0.00					3.12						0.00	0.00			0.00			2.88				0.00	0.00		4.75	3.38	2.12	0.00	1.00	0.50							2.75			1.38	1.88	2.12	0.12		4.75	4.38
25-1194.00					2.50	2.12			3.12					2.50				3.75	1.88		0.00	1.12							0.62	1.38	3.00		2.50	2.12	3.00				0.62	1.00	1.00	1.50		3.25	3.25									2.25	2.12				2.88		2.00	3.25		0.62	2.25				4.12	4.88	3.00	2.25	0.62					3.25						1.50	1.50			1.38			2.88				0.75	0.62		4.00	3.25	2.00	0.38	1.25	1.88							2.38			2.12	2.00	2.62	1.12		4.00	4.00
25-2011.00					2.00	2.00			3.00					0.75				3.00	1.00		0.00	1.38							0.62	2.50	3.00		2.00	3.00	3.25				0.00	2.00	1.50	2.00		3.00	2.88									2.00	2.00				2.50		2.00	3.12		0.00	2.00				3.88	3.88	3.62	2.00	0.00					3.62						0.00	0.25			0.12			3.00				0.38	0.12		3.25	3.25	2.12	1.00	1.75	2.00							2.75			2.50	2.25	2.50	0.25		3.12	3.00
